date,plant_id,product_line,product_category,demand_units,predicted_demand,prediction_error,absolute_error,percentage_error
2025-07-01,Plant_A_Mumbai,AUT001,Automotive,1034,1031.7043870844066,2.2956129155934377,2.2956129155934377,0.22201285450613514
2025-07-02,Plant_A_Mumbai,AUT001,Automotive,1112,1109.1442292340014,2.8557707659986136,2.8557707659986136,0.25681391780563073
2025-07-03,Plant_A_Mumbai,AUT001,Automotive,1182,1182.258356184021,-0.25835618402106775,0.25835618402106775,-0.021857545179447355
2025-07-04,Plant_A_Mumbai,AUT001,Automotive,1238,1237.7471117870336,0.25288821296635433,0.25288821296635433,0.020427157751724906
2025-07-05,Plant_A_Mumbai,AUT001,Automotive,724,719.6044005621828,4.395599437817168,4.395599437817168,0.607126994173642
2025-07-06,Plant_A_Mumbai,AUT001,Automotive,817,817.4674193306693,-0.46741933066925867,0.46741933066925867,-0.057211668380570214
2025-07-07,Plant_A_Mumbai,AUT001,Automotive,1009,1007.7347752382914,1.2652247617086232,1.2652247617086232,0.12539393079371886
2025-07-08,Plant_A_Mumbai,AUT001,Automotive,1134,1133.7333075693932,0.26669243060678127,0.26669243060678127,0.023517851023525684
2025-07-09,Plant_A_Mumbai,AUT001,Automotive,1266,1264.9610683483181,1.038931651681878,1.038931651681878,0.08206411150725736
2025-07-10,Plant_A_Mumbai,AUT001,Automotive,1073,1070.4431560638368,2.5568439361632045,2.5568439361632045,0.23828927643645895
2025-07-11,Plant_A_Mumbai,AUT001,Automotive,1019,1020.494988387687,-1.4949883876870445,1.4949883876870445,-0.14671132361992587
2025-07-12,Plant_A_Mumbai,AUT001,Automotive,836,836.3320883553581,-0.33208835535810977,0.33208835535810977,-0.03972348748302748
2025-07-13,Plant_A_Mumbai,AUT001,Automotive,667,666.0046576153,0.9953423847000522,0.9953423847000522,0.14922674433284142
2025-07-14,Plant_A_Mumbai,AUT001,Automotive,1006,1006.5451323622983,-0.5451323622983182,0.5451323622983182,-0.054188107584325865
2025-07-15,Plant_A_Mumbai,AUT001,Automotive,765,765.6462469899385,-0.6462469899385042,0.6462469899385042,-0.08447673071091558
2025-07-16,Plant_A_Mumbai,AUT001,Automotive,961,959.8866502341787,1.11334976582134,1.11334976582134,0.11585325346736108
2025-07-17,Plant_A_Mumbai,AUT001,Automotive,915,912.452019480111,2.5479805198890517,2.5479805198890517,0.2784678163813171
2025-07-18,Plant_A_Mumbai,AUT001,Automotive,789,787.822744149889,1.1772558501110097,1.1772558501110097,0.14920859950709883
2025-07-19,Plant_A_Mumbai,AUT001,Automotive,521,522.382083777334,-1.3820837773339463,1.3820837773339463,-0.26527519718501846
2025-07-20,Plant_A_Mumbai,AUT001,Automotive,539,538.7311936144895,0.2688063855105156,0.2688063855105156,0.04987131456595837
2025-07-21,Plant_A_Mumbai,AUT001,Automotive,668,668.148172004359,-0.14817200435902578,0.14817200435902578,-0.022181437778297272
2025-07-22,Plant_A_Mumbai,AUT001,Automotive,751,750.8857194749695,0.11428052503049457,0.11428052503049457,0.015217113852262926
2025-07-23,Plant_A_Mumbai,AUT001,Automotive,666,666.3972244674186,-0.39722446741859585,0.39722446741859585,-0.059643313426215594
2025-07-24,Plant_A_Mumbai,AUT001,Automotive,746,746.4226226527301,-0.4226226527300696,0.4226226527300696,-0.05665183012467421
2025-07-25,Plant_A_Mumbai,AUT001,Automotive,598,596.8469514986218,1.15304850137818,1.15304850137818,0.19281747514685285
2025-07-26,Plant_A_Mumbai,AUT001,Automotive,581,581.4004013184529,-0.4004013184528503,0.4004013184528503,-0.06891588957880385
2025-07-27,Plant_A_Mumbai,AUT001,Automotive,603,600.9848460012213,2.0151539987787146,2.0151539987787146,0.33418805949895763
2025-07-28,Plant_A_Mumbai,AUT001,Automotive,739,738.5930306011834,0.40696939881661365,0.40696939881661365,0.05507028400766085
2025-07-29,Plant_A_Mumbai,AUT001,Automotive,755,753.9948431466407,1.0051568533592672,1.0051568533592672,0.1331333580608301
